tanggal,stasiun,jumlah
2023-04-19,DKI4,2871195
2023-04-19,DKI5,2078638
2023-04-20,DKI1,881671
2023-04-20,DKI2,1478536
2023-04-20,DKI3,1988752
2023-04-20,DKI4,2870562
2023-04-20,DKI5,2077404
2023-04-21,DKI1,881115
2023-04-21,DKI2,1477499
2023-04-21,DKI3,1987957
2023-04-21,DKI4,2869929
2023-04-21,DKI5,2076170
2023-04-22,DKI1,880559
2023-04-22,DKI2,1476461
2023-04-22,DKI3,1987163
2023-04-22,DKI4,2869297
2023-04-22,DKI5,2074936
2023-04-23,DKI1,880003
2023-04-23,DKI2,1475423
2023-04-23,DKI3,1986368
2023-04-23,DKI4,2868664
2023-04-23,DKI5,2073702
2023-04-24,DKI1,879447
2023-04-24,DKI2,1474385
2023-04-24,DKI3,1985574
2023-04-24,DKI4,2868031
2023-04-24,DKI5,2072468
2023-04-25,DKI1,878891
2023-04-25,DKI2,1473347
2023-04-25,DKI3,1984779
2023-04-25,DKI4,2867398
2023-04-25,DKI5,2071234
2023-04-26,DKI1,878335
2023-04-26,DKI2,1472310
2023-04-26,DKI3,1983985
2023-04-26,DKI4,2866766
2023-04-26,DKI5,2070000
2023-04-27,DKI1,877779
2023-04-27,DKI2,1471272
2023-04-27,DKI3,1983190
2023-04-27,DKI4,2866133
2023-04-27,DKI5,2068766
2023-04-28,DKI1,877223
2023-04-28,DKI2,1470234
2023-04-28,DKI3,1982396
2023-04-28,DKI4,2865500
2023-04-28,DKI5,2067532
2023-04-29,DKI1,876667
2023-04-29,DKI2,1469196
2023-04-29,DKI3,1981601
2023-04-29,DKI4,2864868
2023-04-29,DKI5,2066298
2023-04-30,DKI1,876111
2023-04-30,DKI2,1468158
2023-04-30,DKI3,1980807
2023-04-30,DKI4,2864235
2023-04-30,DKI5,2065064
2023-05-01,DKI1,875555
2023-05-01,DKI2,1467121
2023-05-01,DKI3,1980012
2023-05-01,DKI4,2863602
2023-05-01,DKI5,2063830
2023-05-02,DKI1,874999
2023-05-02,DKI2,1466083
2023-05-02,DKI3,1979217
2023-05-02,DKI4,2862969
2023-05-02,DKI5,2062596
2023-05-03,DKI1,874443
2023-05-03,DKI2,1465045
2023-05-03,DKI3,1978423
2023-05-03,DKI4,2862337
2023-05-03,DKI5,2061362
2023-05-04,DKI1,873887
2023-05-04,DKI2,1464007
2023-05-04,DKI3,1977628
2023-05-04,DKI4,2861704
2023-05-04,DKI5,2060128
2023-05-05,DKI1,873331
2023-05-05,DKI2,1462969
2023-05-05,DKI3,1976834
2023-05-05,DKI4,2861071
2023-05-05,DKI5,2058894
2023-05-06,DKI1,872775
2023-05-06,DKI2,1461931
2023-05-06,DKI3,1976039
2023-05-06,DKI4,2860439
2023-05-06,DKI5,2057660
2023-05-07,DKI1,872219
2023-05-07,DKI2,1460894
2023-05-07,DKI3,1975245
2023-05-07,DKI4,2859806
2023-05-07,DKI5,2056426
2023-05-08,DKI1,871663
2023-05-08,DKI2,1459856
2023-05-08,DKI3,1974450
2023-05-08,DKI4,2859173
2023-05-08,DKI5,2055192
2023-05-09,DKI1,871107
2023-05-09,DKI2,1458818
2023-05-09,DKI3,1973656
2023-05-09,DKI4,2858540
2023-05-09,DKI5,2053958
2023-05-10,DKI1,870551
2023-05-10,DKI2,1457780
2023-05-10,DKI3,1972861
2023-05-10,DKI4,2857908
2023-05-10,DKI5,2052724
2023-05-11,DKI1,869995
2023-05-11,DKI2,1456742
2023-05-11,DKI3,1972067
2023-05-11,DKI4,2857275
2023-05-11,DKI5,2051490
2023-05-12,DKI1,869439
2023-05-12,DKI2,1455705
2023-05-12,DKI3,1971272
2023-05-12,DKI4,2856642
2023-05-12,DKI5,2050256
2023-05-13,DKI1,868883
2023-05-13,DKI2,1454667
2023-05-13,DKI3,1970478
2023-05-13,DKI4,2856009
2023-05-13,DKI5,2049022
2023-05-14,DKI1,868327
2023-05-14,DKI2,1453629
2023-05-14,DKI3,1969683
2023-05-14,DKI4,2855377
2023-05-14,DKI5,2047788
2023-05-15,DKI1,867771
2023-05-15,DKI2,1452591
2023-05-15,DKI3,1968889
2023-05-15,DKI4,2854744
2023-05-15,DKI5,2046554
2023-05-16,DKI1,867215
2023-05-16,DKI2,1451553
2023-05-16,DKI3,1968094
2023-05-16,DKI4,2854111
2023-05-16,DKI5,2045320
2023-05-17,DKI1,866659
2023-05-17,DKI2,1450516
2023-05-17,DKI3,1967299
2023-05-17,DKI4,2853479
2023-05-17,DKI5,2044086
2023-05-18,DKI1,866103
2023-05-18,DKI2,1449478
2023-05-18,DKI3,1966505
2023-05-18,DKI4,2852846
2023-05-18,DKI5,2042852
2023-05-19,DKI1,865547
2023-05-19,DKI2,1448440
2023-05-19,DKI3,1965710
2023-05-19,DKI4,2852213
2023-05-19,DKI5,2041618
2023-05-20,DKI1,864991
2023-05-20,DKI2,1447402
2023-05-20,DKI3,1964916
2023-05-20,DKI4,2851580
2023-05-20,DKI5,2040384
2023-05-21,DKI1,864435
2023-05-21,DKI2,1446364
2023-05-21,DKI3,1964121
2023-05-21,DKI4,2850948
2023-05-21,DKI5,2039150
2023-05-22,DKI1,863879
2023-05-22,DKI2,1445327
2023-05-22,DKI3,1963327
2023-05-22,DKI4,2850315
2023-05-22,DKI5,2037916
2023-05-23,DKI1,863323
2023-05-23,DKI2,1444289
2023-05-23,DKI3,1962532
2023-05-23,DKI4,2849682
2023-05-23,DKI5,2036682
2023-05-24,DKI1,862767
2023-05-24,DKI2,1443251
2023-05-24,DKI3,1961738
2023-05-24,DKI4,2849050
2023-05-24,DKI5,2035448
2023-05-25,DKI1,862211
2023-05-25,DKI2,1442213
2023-05-25,DKI3,1960943
2023-05-25,DKI4,2848417
2023-05-25,DKI5,2034214
2023-05-26,DKI1,861655
2023-05-26,DKI2,1441175
2023-05-26,DKI3,1960149
2023-05-26,DKI4,2847784
2023-05-26,DKI5,2032980
2023-05-27,DKI1,861099
2023-05-27,DKI2,1440138
2023-05-27,DKI3,1959354
2023-05-27,DKI4,2847151
2023-05-27,DKI5,2031746
2023-05-28,DKI1,860543
2023-05-28,DKI2,1439100
2023-05-28,DKI3,1958560
2023-05-28,DKI4,2846519
2023-05-28,DKI5,2030512
2023-05-29,DKI1,859987
2023-05-29,DKI2,1438062
2023-05-29,DKI3,1957765
2023-05-29,DKI4,2845886
2023-05-29,DKI5,2029278
2023-05-30,DKI1,859431
2023-05-30,DKI2,1437024
2023-05-30,DKI3,1956971
2023-05-30,DKI4,2845253
2023-05-30,DKI5,2028044
2023-05-31,DKI1,858875
2023-05-31,DKI2,1435986
2023-05-31,DKI3,1956176
2023-05-31,DKI4,2844620
2023-05-31,DKI5,2026810
2023-06-01,DKI1,858319
2023-06-01,DKI2,1434948
2023-06-01,DKI3,1955382
2023-06-01,DKI4,2843988
2023-06-01,DKI5,2025576
2023-06-02,DKI1,857763
2023-06-02,DKI2,1433911
2023-06-02,DKI3,1954587
2023-06-02,DKI4,2843355
2023-06-02,DKI5,2024342
2023-06-03,DKI1,857207
2023-06-03,DKI2,1432873
2023-06-03,DKI3,1953792
2023-06-03,DKI4,2842722
2023-06-03,DKI5,2023108
2023-06-04,DKI1,856651
2023-06-04,DKI2,1431835
2023-06-04,DKI3,1952998
2023-06-04,DKI4,2842090
2023-06-04,DKI5,2021874
2023-06-05,DKI1,856095
2023-06-05,DKI2,1430797
2023-06-05,DKI3,1952203
2023-06-05,DKI4,2841457
2023-06-05,DKI5,2020640
2023-06-06,DKI1,855539
2023-06-06,DKI2,1429759
2023-06-06,DKI3,1951409
2023-06-06,DKI4,2840824
2023-06-06,DKI5,2019406
2023-06-07,DKI1,854983
2023-06-07,DKI2,1428722
2023-06-07,DKI3,1950614
2023-06-07,DKI4,2840191
2023-06-07,DKI5,2018172
2023-06-08,DKI1,854427
2023-06-08,DKI2,1427684
2023-06-08,DKI3,1949820
2023-06-08,DKI4,2839559
2023-06-08,DKI5,2016938
2023-06-09,DKI1,853871
2023-06-09,DKI2,1426646
2023-06-09,DKI3,1949025
2023-06-09,DKI4,2838926
2023-06-09,DKI5,2015704
2023-06-10,DKI1,853315
2023-06-10,DKI2,1425608
2023-06-10,DKI3,1948231
2023-06-10,DKI4,2838293
2023-06-10,DKI5,2014470
2023-06-11,DKI1,852758
2023-06-11,DKI2,1424570
2023-06-11,DKI3,1947436
2023-06-11,DKI4,2837661
2023-06-11,DKI5,2013236
2023-06-12,DKI1,852202
2023-06-12,DKI2,1423533
2023-06-12,DKI3,1946642
2023-06-12,DKI4,2837028
2023-06-12,DKI5,2012002
2023-06-13,DKI1,851646
2023-06-13,DKI2,1422495
2023-06-13,DKI3,1945847
2023-06-13,DKI4,2836395
2023-06-13,DKI5,2010768
2023-06-14,DKI1,851090
2023-06-14,DKI2,1421457
2023-06-14,DKI3,1945053
2023-06-14,DKI4,2835762
2023-06-14,DKI5,2009534
2023-06-15,DKI1,850534
2023-06-15,DKI2,1420419
2023-06-15,DKI3,1944258
2023-06-15,DKI4,2835130
2023-06-15,DKI5,2008300
2023-06-16,DKI1,849978
2023-06-16,DKI2,1419381
2023-06-16,DKI3,1943464
2023-06-16,DKI4,2834497
2023-06-16,DKI5,2007067
2023-06-17,DKI1,849422
2023-06-17,DKI2,1418344
2023-06-17,DKI3,1942669
2023-06-17,DKI4,2833864
2023-06-17,DKI5,2005833
2023-06-18,DKI1,848866
2023-06-18,DKI2,1417306
2023-06-18,DKI3,1941875
2023-06-18,DKI4,2833231
2023-06-18,DKI5,2004599
2023-06-19,DKI1,848310
2023-06-19,DKI2,1416268
2023-06-19,DKI3,1941080
2023-06-19,DKI4,2832599
2023-06-19,DKI5,2003365
2023-06-20,DKI1,847754
2023-06-20,DKI2,1415230
2023-06-20,DKI3,1940285
2023-06-20,DKI4,2831966
2023-06-20,DKI5,2002131
2023-06-21,DKI1,847198
2023-06-21,DKI2,1414192
2023-06-21,DKI3,1939491
2023-06-21,DKI4,2831333
2023-06-21,DKI5,2000897
2023-06-22,DKI1,846642
2023-06-22,DKI2,1413154
2023-06-22,DKI3,1938696
2023-06-22,DKI4,2830701
2023-06-22,DKI5,1999663
2023-06-23,DKI1,846086
2023-06-23,DKI2,1412117
2023-06-23,DKI3,1937902
2023-06-23,DKI4,2830068
2023-06-23,DKI5,1998429
2023-06-24,DKI1,845530
2023-06-24,DKI2,1411079
2023-06-24,DKI3,1937107
2023-06-24,DKI4,2829435
2023-06-24,DKI5,1997195
2023-06-25,DKI1,844974
2023-06-25,DKI2,1410041
2023-06-25,DKI3,1936313
2023-06-25,DKI4,2828802
2023-06-25,DKI5,1995961
2023-06-26,DKI1,844418
2023-06-26,DKI2,1409003
2023-06-26,DKI3,1935518
2023-06-26,DKI4,2828170
2023-06-26,DKI5,1994727
2023-06-27,DKI1,843862
2023-06-27,DKI2,1407965
2023-06-27,DKI3,1934724
2023-06-27,DKI4,2827537
2023-06-27,DKI5,1993493
2023-06-28,DKI1,843306
2023-06-28,DKI2,1406928
2023-06-28,DKI3,1933929
2023-06-28,DKI4,2826904
2023-06-28,DKI5,1992259
2023-06-29,DKI1,842750
2023-06-29,DKI2,1405890
2023-06-29,DKI3,1933135
2023-06-29,DKI4,2826271
2023-06-29,DKI5,1991025
2023-06-30,DKI1,842194
2023-06-30,DKI2,1404852
2023-06-30,DKI3,1932340
2023-06-30,DKI4,2825639
2023-06-30,DKI5,1989791
2023-07-01,DKI1,841638
2023-07-01,DKI2,1403814
2023-07-01,DKI3,1931546
2023-07-01,DKI4,2825006
2023-07-01,DKI5,1988557
2023-07-02,DKI1,841082
2023-07-02,DKI2,1402776
2023-07-02,DKI3,1930751
2023-07-02,DKI4,2824373
2023-07-02,DKI5,1987323
2023-07-03,DKI1,840526
2023-07-03,DKI2,1401739
2023-07-03,DKI3,1929957
2023-07-03,DKI4,2823741
2023-07-03,DKI5,1986089
2023-07-04,DKI1,839970
2023-07-04,DKI2,1400701
2023-07-04,DKI3,1929162
2023-07-04,DKI4,2823108
2023-07-04,DKI5,1984855
2023-07-05,DKI1,839414
2023-07-05,DKI2,1399663
2023-07-05,DKI3,1928368
2023-07-05,DKI4,2822475
2023-07-05,DKI5,1983621
2023-07-06,DKI1,838858
2023-07-06,DKI2,1398625
2023-07-06,DKI3,1927573
2023-07-06,DKI4,2821842
2023-07-06,DKI5,1982387
2023-07-07,DKI1,838302
2023-07-07,DKI2,1397587
2023-07-07,DKI3,1926778
2023-07-07,DKI4,2821210
2023-07-07,DKI5,1981153
2023-07-08,DKI1,837746
2023-07-08,DKI2,1396550
2023-07-08,DKI3,1925984
2023-07-08,DKI4,2820577
2023-07-08,DKI5,1979919
2023-07-09,DKI1,837190
2023-07-09,DKI2,1395512
2023-07-09,DKI3,1925189
2023-07-09,DKI4,2819944
2023-07-09,DKI5,1978685
2023-07-10,DKI1,836634
2023-07-10,DKI2,1394474
2023-07-10,DKI3,1924395
2023-07-10,DKI4,2819312
2023-07-10,DKI5,1977451
2023-07-11,DKI1,836078
2023-07-11,DKI2,1393436
2023-07-11,DKI3,1923600
2023-07-11,DKI4,2818679
2023-07-11,DKI5,1976217
2023-07-12,DKI1,835522
2023-07-12,DKI2,1392398
2023-07-12,DKI3,1922806
2023-07-12,DKI4,2818046
2023-07-12,DKI5,1974983
2023-07-13,DKI1,834966
2023-07-13,DKI2,1391360
2023-07-13,DKI3,1922011
2023-07-13,DKI4,2817413
2023-07-13,DKI5,1973749
2023-07-14,DKI1,834410
2023-07-14,DKI2,1390323
2023-07-14,DKI3,1921217
2023-07-14,DKI4,2816781
2023-07-14,DKI5,1972515
2023-07-15,DKI1,833854
2023-07-15,DKI2,1389285
2023-07-15,DKI3,1920422
2023-07-15,DKI4,2816148
2023-07-15,DKI5,1971281
2023-07-16,DKI1,833298
2023-07-16,DKI2,1388247
2023-07-16,DKI3,1919628
2023-07-16,DKI4,2815515
2023-07-16,DKI5,1970047
2023-07-17,DKI1,832742
2023-07-17,DKI2,1387209
2023-07-17,DKI3,1918833
2023-07-17,DKI4,2814882
2023-07-17,DKI5,1968813
2023-07-18,DKI1,832186
2023-07-18,DKI2,1386171
2023-07-18,DKI3,1918039
2023-07-18,DKI4,2814250
2023-07-18,DKI5,1967579
2023-07-19,DKI1,831630
2023-07-19,DKI2,1385134
2023-07-19,DKI3,1917244
2023-07-19,DKI4,2813617
2023-07-19,DKI5,1966345
2023-07-20,DKI1,831074
2023-07-20,DKI2,1384096
2023-07-20,DKI3,1916450
2023-07-20,DKI4,2812984
2023-07-20,DKI5,1965111
2023-07-21,DKI1,830518
2023-07-21,DKI2,1383058
2023-07-21,DKI3,1915655
2023-07-21,DKI4,2812352
2023-07-21,DKI5,1963877
2023-07-22,DKI1,829962
2023-07-22,DKI2,1382020
2023-07-22,DKI3,1914861
2023-07-22,DKI4,2811719
2023-07-22,DKI5,1962643
2023-07-23,DKI1,829406
2023-07-23,DKI2,1380982
2023-07-23,DKI3,1914066
2023-07-23,DKI4,2811086
2023-07-23,DKI5,1961409
2023-07-24,DKI1,828850
2023-07-24,DKI2,1379945
2023-07-24,DKI3,1913271
2023-07-24,DKI4,2810453
2023-07-24,DKI5,1960175
2023-07-25,DKI1,828294
2023-07-25,DKI2,1378907
2023-07-25,DKI3,1912477
2023-07-25,DKI4,2809821
2023-07-25,DKI5,1958941
2023-07-26,DKI1,827738
2023-07-26,DKI2,1377869
2023-07-26,DKI3,1911682
2023-07-26,DKI4,2809188
2023-07-26,DKI5,1957707
2023-07-27,DKI1,827182
2023-07-27,DKI2,1376831
2023-07-27,DKI3,1910888
2023-07-27,DKI4,2808555
2023-07-27,DKI5,1956473
2023-07-28,DKI1,826626
2023-07-28,DKI2,1375793
2023-07-28,DKI3,1910093
2023-07-28,DKI4,2807923
2023-07-28,DKI5,1955239
2023-07-29,DKI1,826070
2023-07-29,DKI2,1374756
2023-07-29,DKI3,1909299
2023-07-29,DKI4,2807290
2023-07-29,DKI5,1954005
2023-07-30,DKI1,825514
2023-07-30,DKI2,1373718
2023-07-30,DKI3,1908504
2023-07-30,DKI4,2806657
2023-07-30,DKI5,1952771
2023-07-31,DKI1,824958
2023-07-31,DKI2,1372680
2023-07-31,DKI3,1907710
2023-07-31,DKI4,2806024
2023-07-31,DKI5,1951537
2023-08-01,DKI1,824401
2023-08-01,DKI2,1371642
2023-08-01,DKI3,1906915
2023-08-01,DKI4,2805392
2023-08-01,DKI5,1950303
2023-08-02,DKI1,823845
2023-08-02,DKI2,1370604
2023-08-02,DKI3,1906121
2023-08-02,DKI4,2804759
2023-08-02,DKI5,1949069
2023-08-03,DKI1,823289
2023-08-03,DKI2,1369566
2023-08-03,DKI3,1905326
2023-08-03,DKI4,2804126
2023-08-03,DKI5,1947835
2023-08-04,DKI1,822733
2023-08-04,DKI2,1368529
2023-08-04,DKI3,1904532
2023-08-04,DKI4,2803493
2023-08-04,DKI5,1946601
2023-08-05,DKI1,822177
2023-08-05,DKI2,1367491
2023-08-05,DKI3,1903737
2023-08-05,DKI4,2802861
2023-08-05,DKI5,1945367
2023-08-06,DKI1,821621
2023-08-06,DKI2,1366453
2023-08-06,DKI3,1902943
2023-08-06,DKI4,2802228
2023-08-06,DKI5,1944133
2023-08-07,DKI1,821065
2023-08-07,DKI2,1365415
2023-08-07,DKI3,1902148
2023-08-07,DKI4,2801595
2023-08-07,DKI5,1942899
2023-08-08,DKI1,820509
2023-08-08,DKI2,1364377
2023-08-08,DKI3,1901354
2023-08-08,DKI4,2800963
2023-08-08,DKI5,1941665
2023-08-09,DKI1,819953
2023-08-09,DKI2,1363340
2023-08-09,DKI3,1900559
2023-08-09,DKI4,2800330
2023-08-09,DKI5,1940431
2023-08-10,DKI1,819397
2023-08-10,DKI2,1362302
2023-08-10,DKI3,1899764
2023-08-10,DKI4,2799697
2023-08-10,DKI5,1939197
2023-08-11,DKI1,818841
2023-08-11,DKI2,1361264
2023-08-11,DKI3,1898970
2023-08-11,DKI4,2799064
2023-08-11,DKI5,1937963
2023-08-12,DKI1,818285
2023-08-12,DKI2,1360226
2023-08-12,DKI3,1898175
2023-08-12,DKI4,2798432
2023-08-12,DKI5,1936729
2023-08-13,DKI1,817729
2023-08-13,DKI2,1359188
2023-08-13,DKI3,1897381
2023-08-13,DKI4,2797799
2023-08-13,DKI5,1935495
2023-08-14,DKI1,817173
2023-08-14,DKI2,1358151
2023-08-14,DKI3,1896586
2023-08-14,DKI4,2797166
2023-08-14,DKI5,1934261
2023-08-15,DKI1,816617
2023-08-15,DKI2,1357113
2023-08-15,DKI3,1895792
2023-08-15,DKI4,2796534
2023-08-15,DKI5,1933027
2023-08-16,DKI1,816061
2023-08-16,DKI2,1356075
2023-08-16,DKI3,1894997
2023-08-16,DKI4,2795901
2023-08-16,DKI5,1931793
2023-08-17,DKI1,815505
2023-08-17,DKI2,1355037
2023-08-17,DKI3,1894203
2023-08-17,DKI4,2795268
2023-08-17,DKI5,1930559
2023-08-18,DKI1,814949
2023-08-18,DKI2,1353999
2023-08-18,DKI3,1893408
2023-08-18,DKI4,2794635
2023-08-18,DKI5,1929325
2023-08-19,DKI1,814393
2023-08-19,DKI2,1352962
2023-08-19,DKI3,1892614
2023-08-19,DKI4,2794003
2023-08-19,DKI5,1928091
2023-08-20,DKI1,813837
2023-08-20,DKI2,1351924
2023-08-20,DKI3,1891819
2023-08-20,DKI4,2793370
2023-08-20,DKI5,1926857
2023-08-21,DKI1,813281
2023-08-21,DKI2,1350886
2023-08-21,DKI3,1891025
2023-08-21,DKI4,2792737
2023-08-21,DKI5,1925623
2023-08-22,DKI1,812725
2023-08-22,DKI2,1349848
2023-08-22,DKI3,1890230
2023-08-22,DKI4,2792104
2023-08-22,DKI5,1924389
2023-08-23,DKI1,812169
2023-08-23,DKI2,1348810
2023-08-23,DKI3,1889436
2023-08-23,DKI4,2791472
2023-08-23,DKI5,1923155
2023-08-24,DKI1,811613
2023-08-24,DKI2,1347772
2023-08-24,DKI3,1888641
2023-08-24,DKI4,2790839
2023-08-24,DKI5,1921921
2023-08-25,DKI1,811057
2023-08-25,DKI2,1346735
2023-08-25,DKI3,1887847
2023-08-25,DKI4,2790206
2023-08-25,DKI5,1920687
2023-08-26,DKI1,810501
2023-08-26,DKI2,1345697
2023-08-26,DKI3,1887052
2023-08-26,DKI4,2789574
2023-08-26,DKI5,1919453
2023-08-27,DKI1,809945
2023-08-27,DKI2,1344659
2023-08-27,DKI3,1886257
2023-08-27,DKI4,2788941
2023-08-27,DKI5,1918219
2023-08-28,DKI1,809389
2023-08-28,DKI2,1343621
2023-08-28,DKI3,1885463
2023-08-28,DKI4,2788308
2023-08-28,DKI5,1916985
2023-08-29,DKI1,808833
2023-08-29,DKI2,1342583
2023-08-29,DKI3,1884668
2023-08-29,DKI4,2787675
2023-08-29,DKI5,1915751
2023-08-30,DKI1,808277
2023-08-30,DKI2,1341546
2023-08-30,DKI3,1883874
2023-08-30,DKI4,2787043
2023-08-30,DKI5,1914517
2023-08-31,DKI1,807721
2023-08-31,DKI2,1340508
2023-08-31,DKI3,1883079
2023-08-31,DKI4,2786410
2023-08-31,DKI5,1913283
2023-09-01,DKI1,807165
2023-09-01,DKI2,1339470
2023-09-01,DKI3,1882285
2023-09-01,DKI4,2785777
2023-09-01,DKI5,1912049
2023-09-02,DKI1,806609
2023-09-02,DKI2,1338432
2023-09-02,DKI3,1881490
2023-09-02,DKI4,2785145
2023-09-02,DKI5,1910815
2023-09-03,DKI1,806053
2023-09-03,DKI2,1337394
2023-09-03,DKI3,1880696
2023-09-03,DKI4,2784512
2023-09-03,DKI5,1909581
2023-09-04,DKI1,805497
2023-09-04,DKI2,1336357
2023-09-04,DKI3,1879901
2023-09-04,DKI4,2783879
2023-09-04,DKI5,1908347
2023-09-05,DKI1,804941
2023-09-05,DKI2,1335319
2023-09-05,DKI3,1879107
2023-09-05,DKI4,2783246
2023-09-05,DKI5,1907113
2023-09-06,DKI1,804385
2023-09-06,DKI2,1334281
2023-09-06,DKI3,1878312
2023-09-06,DKI4,2782614
2023-09-06,DKI5,1905879
2023-09-07,DKI1,803829
2023-09-07,DKI2,1333243
2023-09-07,DKI3,1877518
2023-09-07,DKI4,2781981
2023-09-07,DKI5,1904645
2023-09-08,DKI1,803273
2023-09-08,DKI2,1332205
2023-09-08,DKI3,1876723
2023-09-08,DKI4,2781348
2023-09-08,DKI5,1903411
2023-09-09,DKI1,802717
2023-09-09,DKI2,1331168
2023-09-09,DKI3,1875929
2023-09-09,DKI4,2780715
2023-09-09,DKI5,1902177
2023-09-10,DKI1,802161
2023-09-10,DKI2,1330130
2023-09-10,DKI3,1875134
2023-09-10,DKI4,2780083
2023-09-10,DKI5,1900943
2023-09-11,DKI1,801605
2023-09-11,DKI2,1329092
2023-09-11,DKI3,1874340
2023-09-11,DKI4,2779450
2023-09-11,DKI5,1899709
2023-09-12,DKI1,801049
2023-09-12,DKI2,1328054
2023-09-12,DKI3,1873545
2023-09-12,DKI4,2778817
2023-09-12,DKI5,1898475
2023-09-13,DKI1,800493
2023-09-13,DKI2,1327016
2023-09-13,DKI3,1872750
2023-09-13,DKI4,2778185
2023-09-13,DKI5,1897241
2023-09-14,DKI1,799937
2023-09-14,DKI2,1325978
2023-09-14,DKI3,1871956
2023-09-14,DKI4,2777552
2023-09-14,DKI5,1896007
2023-09-15,DKI1,799381
2023-09-15,DKI2,1324941
2023-09-15,DKI3,1871161
2023-09-15,DKI4,2776919
2023-09-15,DKI5,1894773
2023-09-16,DKI1,798825
2023-09-16,DKI2,1323903
2023-09-16,DKI3,1870367
2023-09-16,DKI4,2776286
2023-09-16,DKI5,1893540
2023-09-17,DKI1,798269
2023-09-17,DKI2,1322865
2023-09-17,DKI3,1869572
2023-09-17,DKI4,2775654
2023-09-17,DKI5,1892306
2023-09-18,DKI1,797713
2023-09-18,DKI2,1321827
2023-09-18,DKI3,1868778
2023-09-18,DKI4,2775021
2023-09-18,DKI5,1891072
2023-09-19,DKI1,797157
2023-09-19,DKI2,1320789
2023-09-19,DKI3,1867983
2023-09-19,DKI4,2774388
2023-09-19,DKI5,1889838
2023-09-20,DKI1,796601
2023-09-20,DKI2,1319752
2023-09-20,DKI3,1867189
2023-09-20,DKI4,2773755
2023-09-20,DKI5,1888604
2023-09-21,DKI1,796044
2023-09-21,DKI2,1318714
2023-09-21,DKI3,1866394
2023-09-21,DKI4,2773123
2023-09-21,DKI5,1887370
2023-09-22,DKI1,795488
2023-09-22,DKI2,1317676
2023-09-22,DKI3,1865600
2023-09-22,DKI4,2772490
2023-09-22,DKI5,1886136
2023-09-23,DKI1,794932
2023-09-23,DKI2,1316638
2023-09-23,DKI3,1864805
2023-09-23,DKI4,2771857
2023-09-23,DKI5,1884902
2023-09-24,DKI1,794376
2023-09-24,DKI2,1315600
2023-09-24,DKI3,1864011
2023-09-24,DKI4,2771225
2023-09-24,DKI5,1883668
2023-09-25,DKI1,793820
2023-09-25,DKI2,1314563
2023-09-25,DKI3,1863216
2023-09-25,DKI4,2770592
2023-09-25,DKI5,1882434
2023-09-26,DKI1,793264
2023-09-26,DKI2,1313525
2023-09-26,DKI3,1862422
2023-09-26,DKI4,2769959
2023-09-26,DKI5,1881200
2023-09-27,DKI1,792708
2023-09-27,DKI2,1312487
2023-09-27,DKI3,1861627
2023-09-27,DKI4,2769326
2023-09-27,DKI5,1879966
2023-09-28,DKI1,792152
2023-09-28,DKI2,1311449
2023-09-28,DKI3,1860833
2023-09-28,DKI4,2768694
2023-09-28,DKI5,1878732
2023-09-29,DKI1,791596
2023-09-29,DKI2,1310411
2023-09-29,DKI3,1860038
2023-09-29,DKI4,2768061
2023-09-29,DKI5,1877498
2023-09-30,DKI1,791040
2023-09-30,DKI2,1309374
2023-09-30,DKI3,1859243
2023-09-30,DKI4,2767428
2023-09-30,DKI5,1876264
2023-10-01,DKI1,790484
2023-10-01,DKI2,1308336
2023-10-01,DKI3,1858449
2023-10-01,DKI4,2766796
2023-10-01,DKI5,1875030
2023-10-02,DKI1,789928
2023-10-02,DKI2,1307298
2023-10-02,DKI3,1857654
2023-10-02,DKI4,2766163
2023-10-02,DKI5,1873796
2023-10-03,DKI1,789372
2023-10-03,DKI2,1306260
2023-10-03,DKI3,1856860
2023-10-03,DKI4,2765530
2023-10-03,DKI5,1872562
2023-10-04,DKI1,788816
2023-10-04,DKI2,1305222
2023-10-04,DKI3,1856065
2023-10-04,DKI4,2764897
2023-10-04,DKI5,1871328
2023-10-05,DKI1,788260
2023-10-05,DKI2,1304184
2023-10-05,DKI3,1855271
2023-10-05,DKI4,2764265
2023-10-05,DKI5,1870094
2023-10-06,DKI1,787704
2023-10-06,DKI2,1303147
2023-10-06,DKI3,1854476
2023-10-06,DKI4,2763632
2023-10-06,DKI5,1868860
2023-10-07,DKI1,787148
2023-10-07,DKI2,1302109
2023-10-07,DKI3,1853682
2023-10-07,DKI4,2762999
2023-10-07,DKI5,1867626
2023-10-08,DKI1,786592
2023-10-08,DKI2,1301071
2023-10-08,DKI3,1852887
2023-10-08,DKI4,2762366
2023-10-08,DKI5,1866392
2023-10-09,DKI1,786036
2023-10-09,DKI2,1300033
2023-10-09,DKI3,1852093
2023-10-09,DKI4,2761734
2023-10-09,DKI5,1865158
2023-10-10,DKI1,785480
2023-10-10,DKI2,1298995
2023-10-10,DKI3,1851298
2023-10-10,DKI4,2761101
2023-10-10,DKI5,1863924
2023-10-11,DKI1,784924
2023-10-11,DKI2,1297958
2023-10-11,DKI3,1850504
2023-10-11,DKI4,2760468
2023-10-11,DKI5,1862690
2023-10-12,DKI1,784368
2023-10-12,DKI2,1296920
2023-10-12,DKI3,1849709
2023-10-12,DKI4,2759836
2023-10-12,DKI5,1861456
2023-10-13,DKI1,783812
2023-10-13,DKI2,1295882
2023-10-13,DKI3,1848915
