tanggal,stasiun,populasi,days_since_pop_update
2020-10-06,DKI4,3037139,113
2020-10-06,DKI5,2434511,113
2020-10-07,DKI1,1056896,114
2020-10-07,DKI2,1778981,114
2020-10-07,DKI3,2226812,114
2020-10-07,DKI4,3037139,114
2020-10-07,DKI5,2434511,114
2020-10-08,DKI1,1056896,115
2020-10-08,DKI2,1778981,115
2020-10-08,DKI3,2226812,115
2020-10-08,DKI4,3037139,115
2020-10-08,DKI5,2434511,115
2020-10-09,DKI1,1056896,116
2020-10-09,DKI2,1778981,116
2020-10-09,DKI3,2226812,116
2020-10-09,DKI4,3037139,116
2020-10-09,DKI5,2434511,116
2020-10-10,DKI1,1056896,117
2020-10-10,DKI2,1778981,117
2020-10-10,DKI3,2226812,117
2020-10-10,DKI4,3037139,117
2020-10-10,DKI5,2434511,117
2020-10-11,DKI1,1056896,118
2020-10-11,DKI2,1778981,118
2020-10-11,DKI3,2226812,118
2020-10-11,DKI4,3037139,118
2020-10-11,DKI5,2434511,118
2020-10-12,DKI1,1056896,119
2020-10-12,DKI2,1778981,119
2020-10-12,DKI3,2226812,119
2020-10-12,DKI4,3037139,119
2020-10-12,DKI5,2434511,119
2020-10-13,DKI1,1056896,120
2020-10-13,DKI2,1778981,120
2020-10-13,DKI3,2226812,120
2020-10-13,DKI4,3037139,120
2020-10-13,DKI5,2434511,120
2020-10-14,DKI1,1056896,121
2020-10-14,DKI2,1778981,121
2020-10-14,DKI3,2226812,121
2020-10-14,DKI4,3037139,121
2020-10-14,DKI5,2434511,121
2020-10-15,DKI1,1056896,122
2020-10-15,DKI2,1778981,122
2020-10-15,DKI3,2226812,122
2020-10-15,DKI4,3037139,122
2020-10-15,DKI5,2434511,122
2020-10-16,DKI1,1056896,123
2020-10-16,DKI2,1778981,123
2020-10-16,DKI3,2226812,123
2020-10-16,DKI4,3037139,123
2020-10-16,DKI5,2434511,123
2020-10-17,DKI1,1056896,124
2020-10-17,DKI2,1778981,124
2020-10-17,DKI3,2226812,124
2020-10-17,DKI4,3037139,124
2020-10-17,DKI5,2434511,124
2020-10-18,DKI1,1056896,125
2020-10-18,DKI2,1778981,125
2020-10-18,DKI3,2226812,125
2020-10-18,DKI4,3037139,125
2020-10-18,DKI5,2434511,125
2020-10-19,DKI1,1056896,126
2020-10-19,DKI2,1778981,126
2020-10-19,DKI3,2226812,126
2020-10-19,DKI4,3037139,126
2020-10-19,DKI5,2434511,126
2020-10-20,DKI1,1056896,127
2020-10-20,DKI2,1778981,127
2020-10-20,DKI3,2226812,127
2020-10-20,DKI4,3037139,127
2020-10-20,DKI5,2434511,127
2020-10-21,DKI1,1056896,128
2020-10-21,DKI2,1778981,128
2020-10-21,DKI3,2226812,128
2020-10-21,DKI4,3037139,128
2020-10-21,DKI5,2434511,128
2020-10-22,DKI1,1056896,129
2020-10-22,DKI2,1778981,129
2020-10-22,DKI3,2226812,129
2020-10-22,DKI4,3037139,129
2020-10-22,DKI5,2434511,129
2020-10-23,DKI1,1056896,130
2020-10-23,DKI2,1778981,130
2020-10-23,DKI3,2226812,130
2020-10-23,DKI4,3037139,130
2020-10-23,DKI5,2434511,130
2020-10-24,DKI1,1056896,131
2020-10-24,DKI2,1778981,131
2020-10-24,DKI3,2226812,131
2020-10-24,DKI4,3037139,131
2020-10-24,DKI5,2434511,131
2020-10-25,DKI1,1056896,132
2020-10-25,DKI2,1778981,132
2020-10-25,DKI3,2226812,132
2020-10-25,DKI4,3037139,132
2020-10-25,DKI5,2434511,132
2020-10-26,DKI1,1056896,133
2020-10-26,DKI2,1778981,133
2020-10-26,DKI3,2226812,133
2020-10-26,DKI4,3037139,133
2020-10-26,DKI5,2434511,133
2020-10-27,DKI1,1056896,134
2020-10-27,DKI2,1778981,134
2020-10-27,DKI3,2226812,134
2020-10-27,DKI4,3037139,134
2020-10-27,DKI5,2434511,134
2020-10-28,DKI1,1056896,135
2020-10-28,DKI2,1778981,135
2020-10-28,DKI3,2226812,135
2020-10-28,DKI4,3037139,135
2020-10-28,DKI5,2434511,135
2020-10-29,DKI1,1056896,136
2020-10-29,DKI2,1778981,136
2020-10-29,DKI3,2226812,136
2020-10-29,DKI4,3037139,136
2020-10-29,DKI5,2434511,136
2020-10-30,DKI1,1056896,137
2020-10-30,DKI2,1778981,137
2020-10-30,DKI3,2226812,137
2020-10-30,DKI4,3037139,137
2020-10-30,DKI5,2434511,137
2020-10-31,DKI1,1056896,138
2020-10-31,DKI2,1778981,138
2020-10-31,DKI3,2226812,138
2020-10-31,DKI4,3037139,138
2020-10-31,DKI5,2434511,138
2020-11-01,DKI1,1056896,139
2020-11-01,DKI2,1778981,139
2020-11-01,DKI3,2226812,139
2020-11-01,DKI4,3037139,139
2020-11-01,DKI5,2434511,139
2020-11-02,DKI1,1056896,140
2020-11-02,DKI2,1778981,140
2020-11-02,DKI3,2226812,140
2020-11-02,DKI4,3037139,140
2020-11-02,DKI5,2434511,140
2020-11-03,DKI1,1056896,141
2020-11-03,DKI2,1778981,141
2020-11-03,DKI3,2226812,141
2020-11-03,DKI4,3037139,141
2020-11-03,DKI5,2434511,141
2020-11-04,DKI1,1056896,142
2020-11-04,DKI2,1778981,142
2020-11-04,DKI3,2226812,142
2020-11-04,DKI4,3037139,142
2020-11-04,DKI5,2434511,142
2020-11-05,DKI1,1056896,143
2020-11-05,DKI2,1778981,143
2020-11-05,DKI3,2226812,143
2020-11-05,DKI4,3037139,143
2020-11-05,DKI5,2434511,143
2020-11-06,DKI1,1056896,144
2020-11-06,DKI2,1778981,144
2020-11-06,DKI3,2226812,144
2020-11-06,DKI4,3037139,144
2020-11-06,DKI5,2434511,144
2020-11-07,DKI1,1056896,145
2020-11-07,DKI2,1778981,145
2020-11-07,DKI3,2226812,145
2020-11-07,DKI4,3037139,145
2020-11-07,DKI5,2434511,145
2020-11-08,DKI1,1056896,146
2020-11-08,DKI2,1778981,146
2020-11-08,DKI3,2226812,146
2020-11-08,DKI4,3037139,146
2020-11-08,DKI5,2434511,146
2020-11-09,DKI1,1056896,147
2020-11-09,DKI2,1778981,147
2020-11-09,DKI3,2226812,147
2020-11-09,DKI4,3037139,147
2020-11-09,DKI5,2434511,147
2020-11-10,DKI1,1056896,148
2020-11-10,DKI2,1778981,148
2020-11-10,DKI3,2226812,148
2020-11-10,DKI4,3037139,148
2020-11-10,DKI5,2434511,148
2020-11-11,DKI1,1056896,149
2020-11-11,DKI2,1778981,149
2020-11-11,DKI3,2226812,149
2020-11-11,DKI4,3037139,149
2020-11-11,DKI5,2434511,149
2020-11-12,DKI1,1056896,150
2020-11-12,DKI2,1778981,150
2020-11-12,DKI3,2226812,150
2020-11-12,DKI4,3037139,150
2020-11-12,DKI5,2434511,150
2020-11-13,DKI1,1056896,151
2020-11-13,DKI2,1778981,151
2020-11-13,DKI3,2226812,151
2020-11-13,DKI4,3037139,151
2020-11-13,DKI5,2434511,151
2020-11-14,DKI1,1056896,152
2020-11-14,DKI2,1778981,152
2020-11-14,DKI3,2226812,152
2020-11-14,DKI4,3037139,152
2020-11-14,DKI5,2434511,152
2020-11-15,DKI1,1056896,153
2020-11-15,DKI2,1778981,153
2020-11-15,DKI3,2226812,153
2020-11-15,DKI4,3037139,153
2020-11-15,DKI5,2434511,153
2020-11-16,DKI1,1056896,154
2020-11-16,DKI2,1778981,154
2020-11-16,DKI3,2226812,154
2020-11-16,DKI4,3037139,154
2020-11-16,DKI5,2434511,154
2020-11-17,DKI1,1056896,155
2020-11-17,DKI2,1778981,155
2020-11-17,DKI3,2226812,155
2020-11-17,DKI4,3037139,155
2020-11-17,DKI5,2434511,155
2020-11-18,DKI1,1056896,156
2020-11-18,DKI2,1778981,156
2020-11-18,DKI3,2226812,156
2020-11-18,DKI4,3037139,156
2020-11-18,DKI5,2434511,156
2020-11-19,DKI1,1056896,157
2020-11-19,DKI2,1778981,157
2020-11-19,DKI3,2226812,157
2020-11-19,DKI4,3037139,157
2020-11-19,DKI5,2434511,157
2020-11-20,DKI1,1056896,158
2020-11-20,DKI2,1778981,158
2020-11-20,DKI3,2226812,158
2020-11-20,DKI4,3037139,158
2020-11-20,DKI5,2434511,158
2020-11-21,DKI1,1056896,159
2020-11-21,DKI2,1778981,159
2020-11-21,DKI3,2226812,159
2020-11-21,DKI4,3037139,159
2020-11-21,DKI5,2434511,159
2020-11-22,DKI1,1056896,160
2020-11-22,DKI2,1778981,160
2020-11-22,DKI3,2226812,160
2020-11-22,DKI4,3037139,160
2020-11-22,DKI5,2434511,160
2020-11-23,DKI1,1056896,161
2020-11-23,DKI2,1778981,161
2020-11-23,DKI3,2226812,161
2020-11-23,DKI4,3037139,161
2020-11-23,DKI5,2434511,161
2020-11-24,DKI1,1056896,162
2020-11-24,DKI2,1778981,162
2020-11-24,DKI3,2226812,162
2020-11-24,DKI4,3037139,162
2020-11-24,DKI5,2434511,162
2020-11-25,DKI1,1056896,163
2020-11-25,DKI2,1778981,163
2020-11-25,DKI3,2226812,163
2020-11-25,DKI4,3037139,163
2020-11-25,DKI5,2434511,163
2020-11-26,DKI1,1056896,164
2020-11-26,DKI2,1778981,164
2020-11-26,DKI3,2226812,164
2020-11-26,DKI4,3037139,164
2020-11-26,DKI5,2434511,164
2020-11-27,DKI1,1056896,165
2020-11-27,DKI2,1778981,165
2020-11-27,DKI3,2226812,165
2020-11-27,DKI4,3037139,165
2020-11-27,DKI5,2434511,165
2020-11-28,DKI1,1056896,166
2020-11-28,DKI2,1778981,166
2020-11-28,DKI3,2226812,166
2020-11-28,DKI4,3037139,166
2020-11-28,DKI5,2434511,166
2020-11-29,DKI1,1056896,167
2020-11-29,DKI2,1778981,167
2020-11-29,DKI3,2226812,167
2020-11-29,DKI4,3037139,167
2020-11-29,DKI5,2434511,167
2020-11-30,DKI1,1056896,168
2020-11-30,DKI2,1778981,168
2020-11-30,DKI3,2226812,168
2020-11-30,DKI4,3037139,168
2020-11-30,DKI5,2434511,168
2020-12-01,DKI1,1056896,169
2020-12-01,DKI2,1778981,169
2020-12-01,DKI3,2226812,169
2020-12-01,DKI4,3037139,169
2020-12-01,DKI5,2434511,169
2020-12-02,DKI1,1056896,170
2020-12-02,DKI2,1778981,170
2020-12-02,DKI3,2226812,170
2020-12-02,DKI4,3037139,170
2020-12-02,DKI5,2434511,170
2020-12-03,DKI1,1056896,171
2020-12-03,DKI2,1778981,171
2020-12-03,DKI3,2226812,171
2020-12-03,DKI4,3037139,171
2020-12-03,DKI5,2434511,171
2020-12-04,DKI1,1056896,172
2020-12-04,DKI2,1778981,172
2020-12-04,DKI3,2226812,172
2020-12-04,DKI4,3037139,172
2020-12-04,DKI5,2434511,172
2020-12-05,DKI1,1056896,173
2020-12-05,DKI2,1778981,173
2020-12-05,DKI3,2226812,173
2020-12-05,DKI4,3037139,173
2020-12-05,DKI5,2434511,173
2020-12-06,DKI1,1056896,174
2020-12-06,DKI2,1778981,174
2020-12-06,DKI3,2226812,174
2020-12-06,DKI4,3037139,174
2020-12-06,DKI5,2434511,174
2020-12-07,DKI1,1056896,175
2020-12-07,DKI2,1778981,175
2020-12-07,DKI3,2226812,175
2020-12-07,DKI4,3037139,175
2020-12-07,DKI5,2434511,175
2020-12-08,DKI1,1056896,176
2020-12-08,DKI2,1778981,176
2020-12-08,DKI3,2226812,176
2020-12-08,DKI4,3037139,176
2020-12-08,DKI5,2434511,176
2020-12-09,DKI1,1056896,177
2020-12-09,DKI2,1778981,177
2020-12-09,DKI3,2226812,177
2020-12-09,DKI4,3037139,177
2020-12-09,DKI5,2434511,177
2020-12-10,DKI1,1056896,178
2020-12-10,DKI2,1778981,178
2020-12-10,DKI3,2226812,178
2020-12-10,DKI4,3037139,178
2020-12-10,DKI5,2434511,178
2020-12-11,DKI1,1056896,179
2020-12-11,DKI2,1778981,179
2020-12-11,DKI3,2226812,179
2020-12-11,DKI4,3037139,179
2020-12-11,DKI5,2434511,179
2020-12-12,DKI1,1056896,180
2020-12-12,DKI2,1778981,180
2020-12-12,DKI3,2226812,180
2020-12-12,DKI4,3037139,180
2020-12-12,DKI5,2434511,180
2020-12-13,DKI1,1056896,181
2020-12-13,DKI2,1778981,181
2020-12-13,DKI3,2226812,181
2020-12-13,DKI4,3037139,181
2020-12-13,DKI5,2434511,181
2020-12-14,DKI1,1056896,182
2020-12-14,DKI2,1778981,182
2020-12-14,DKI3,2226812,182
2020-12-14,DKI4,3037139,182
2020-12-14,DKI5,2434511,182
2020-12-15,DKI1,1056896,183
2020-12-15,DKI2,1778981,183
2020-12-15,DKI3,2226812,183
2020-12-15,DKI4,3037139,183
2020-12-15,DKI5,2434511,183
2020-12-16,DKI1,1056896,184
2020-12-16,DKI2,1778981,184
2020-12-16,DKI3,2226812,184
2020-12-16,DKI4,3037139,184
2020-12-16,DKI5,2434511,184
2020-12-17,DKI1,1056896,185
2020-12-17,DKI2,1778981,185
2020-12-17,DKI3,2226812,185
2020-12-17,DKI4,3037139,185
2020-12-17,DKI5,2434511,185
2020-12-18,DKI1,1056896,186
2020-12-18,DKI2,1778981,186
2020-12-18,DKI3,2226812,186
2020-12-18,DKI4,3037139,186
2020-12-18,DKI5,2434511,186
2020-12-19,DKI1,1056896,187
2020-12-19,DKI2,1778981,187
2020-12-19,DKI3,2226812,187
2020-12-19,DKI4,3037139,187
2020-12-19,DKI5,2434511,187
2020-12-20,DKI1,1056896,188
2020-12-20,DKI2,1778981,188
2020-12-20,DKI3,2226812,188
2020-12-20,DKI4,3037139,188
2020-12-20,DKI5,2434511,188
2020-12-21,DKI1,1056896,189
2020-12-21,DKI2,1778981,189
2020-12-21,DKI3,2226812,189
2020-12-21,DKI4,3037139,189
2020-12-21,DKI5,2434511,189
2020-12-22,DKI1,1056896,190
2020-12-22,DKI2,1778981,190
2020-12-22,DKI3,2226812,190
2020-12-22,DKI4,3037139,190
2020-12-22,DKI5,2434511,190
2020-12-23,DKI1,1056896,191
2020-12-23,DKI2,1778981,191
2020-12-23,DKI3,2226812,191
2020-12-23,DKI4,3037139,191
2020-12-23,DKI5,2434511,191
2020-12-24,DKI1,1056896,192
2020-12-24,DKI2,1778981,192
2020-12-24,DKI3,2226812,192
2020-12-24,DKI4,3037139,192
2020-12-24,DKI5,2434511,192
2020-12-25,DKI1,1056896,193
2020-12-25,DKI2,1778981,193
2020-12-25,DKI3,2226812,193
2020-12-25,DKI4,3037139,193
2020-12-25,DKI5,2434511,193
2020-12-26,DKI1,1056896,194
2020-12-26,DKI2,1778981,194
2020-12-26,DKI3,2226812,194
2020-12-26,DKI4,3037139,194
2020-12-26,DKI5,2434511,194
2020-12-27,DKI1,1056896,195
2020-12-27,DKI2,1778981,195
2020-12-27,DKI3,2226812,195
2020-12-27,DKI4,3037139,195
2020-12-27,DKI5,2434511,195
2020-12-28,DKI1,1056896,196
2020-12-28,DKI2,1778981,196
2020-12-28,DKI3,2226812,196
2020-12-28,DKI4,3037139,196
2020-12-28,DKI5,2434511,196
2020-12-29,DKI1,1056896,197
2020-12-29,DKI2,1778981,197
2020-12-29,DKI3,2226812,197
2020-12-29,DKI4,3037139,197
2020-12-29,DKI5,2434511,197
2020-12-30,DKI1,1056896,198
2020-12-30,DKI2,1778981,198
2020-12-30,DKI3,2226812,198
2020-12-30,DKI4,3037139,198
2020-12-30,DKI5,2434511,198
2020-12-31,DKI1,1056896,199
2020-12-31,DKI2,1778981,199
2020-12-31,DKI3,2226812,199
2020-12-31,DKI4,3037139,199
2020-12-31,DKI5,2434511,199
2021-01-01,DKI1,1056896,200
2021-01-01,DKI2,1778981,200
2021-01-01,DKI3,2226812,200
2021-01-01,DKI4,3037139,200
2021-01-01,DKI5,2434511,200
2021-01-02,DKI1,1056896,201
2021-01-02,DKI2,1778981,201
2021-01-02,DKI3,2226812,201
2021-01-02,DKI4,3037139,201
2021-01-02,DKI5,2434511,201
2021-01-03,DKI1,1056896,202
2021-01-03,DKI2,1778981,202
2021-01-03,DKI3,2226812,202
2021-01-03,DKI4,3037139,202
2021-01-03,DKI5,2434511,202
2021-01-04,DKI1,1056896,203
2021-01-04,DKI2,1778981,203
2021-01-04,DKI3,2226812,203
2021-01-04,DKI4,3037139,203
2021-01-04,DKI5,2434511,203
2021-01-05,DKI1,1056896,204
2021-01-05,DKI2,1778981,204
2021-01-05,DKI3,2226812,204
2021-01-05,DKI4,3037139,204
2021-01-05,DKI5,2434511,204
2021-01-06,DKI1,1056896,205
2021-01-06,DKI2,1778981,205
2021-01-06,DKI3,2226812,205
2021-01-06,DKI4,3037139,205
2021-01-06,DKI5,2434511,205
2021-01-07,DKI1,1056896,206
2021-01-07,DKI2,1778981,206
2021-01-07,DKI3,2226812,206
2021-01-07,DKI4,3037139,206
2021-01-07,DKI5,2434511,206
2021-01-08,DKI1,1056896,207
2021-01-08,DKI2,1778981,207
2021-01-08,DKI3,2226812,207
2021-01-08,DKI4,3037139,207
2021-01-08,DKI5,2434511,207
2021-01-09,DKI1,1056896,208
2021-01-09,DKI2,1778981,208
2021-01-09,DKI3,2226812,208
2021-01-09,DKI4,3037139,208
2021-01-09,DKI5,2434511,208
2021-01-10,DKI1,1056896,209
2021-01-10,DKI2,1778981,209
2021-01-10,DKI3,2226812,209
2021-01-10,DKI4,3037139,209
2021-01-10,DKI5,2434511,209
2021-01-11,DKI1,1056896,210
2021-01-11,DKI2,1778981,210
2021-01-11,DKI3,2226812,210
2021-01-11,DKI4,3037139,210
2021-01-11,DKI5,2434511,210
2021-01-12,DKI1,1056896,211
2021-01-12,DKI2,1778981,211
2021-01-12,DKI3,2226812,211
2021-01-12,DKI4,3037139,211
2021-01-12,DKI5,2434511,211
2021-01-13,DKI1,1056896,212
2021-01-13,DKI2,1778981,212
2021-01-13,DKI3,2226812,212
2021-01-13,DKI4,3037139,212
2021-01-13,DKI5,2434511,212
2021-01-14,DKI1,1056896,213
2021-01-14,DKI2,1778981,213
2021-01-14,DKI3,2226812,213
2021-01-14,DKI4,3037139,213
2021-01-14,DKI5,2434511,213
2021-01-15,DKI1,1056896,214
2021-01-15,DKI2,1778981,214
2021-01-15,DKI3,2226812,214
2021-01-15,DKI4,3037139,214
2021-01-15,DKI5,2434511,214
2021-01-16,DKI1,1056896,215
2021-01-16,DKI2,1778981,215
2021-01-16,DKI3,2226812,215
2021-01-16,DKI4,3037139,215
2021-01-16,DKI5,2434511,215
2021-01-17,DKI1,1056896,216
2021-01-17,DKI2,1778981,216
2021-01-17,DKI3,2226812,216
2021-01-17,DKI4,3037139,216
2021-01-17,DKI5,2434511,216
2021-01-18,DKI1,1056896,217
2021-01-18,DKI2,1778981,217
2021-01-18,DKI3,2226812,217
2021-01-18,DKI4,3037139,217
2021-01-18,DKI5,2434511,217
2021-01-19,DKI1,1056896,218
2021-01-19,DKI2,1778981,218
2021-01-19,DKI3,2226812,218
2021-01-19,DKI4,3037139,218
2021-01-19,DKI5,2434511,218
2021-01-20,DKI1,1056896,219
2021-01-20,DKI2,1778981,219
2021-01-20,DKI3,2226812,219
2021-01-20,DKI4,3037139,219
2021-01-20,DKI5,2434511,219
2021-01-21,DKI1,1056896,220
2021-01-21,DKI2,1778981,220
2021-01-21,DKI3,2226812,220
2021-01-21,DKI4,3037139,220
2021-01-21,DKI5,2434511,220
2021-01-22,DKI1,1056896,221
2021-01-22,DKI2,1778981,221
2021-01-22,DKI3,2226812,221
2021-01-22,DKI4,3037139,221
2021-01-22,DKI5,2434511,221
2021-01-23,DKI1,1056896,222
2021-01-23,DKI2,1778981,222
2021-01-23,DKI3,2226812,222
2021-01-23,DKI4,3037139,222
2021-01-23,DKI5,2434511,222
2021-01-24,DKI1,1056896,223
2021-01-24,DKI2,1778981,223
2021-01-24,DKI3,2226812,223
2021-01-24,DKI4,3037139,223
2021-01-24,DKI5,2434511,223
2021-01-25,DKI1,1056896,224
2021-01-25,DKI2,1778981,224
2021-01-25,DKI3,2226812,224
2021-01-25,DKI4,3037139,224
2021-01-25,DKI5,2434511,224
2021-01-26,DKI1,1056896,225
2021-01-26,DKI2,1778981,225
2021-01-26,DKI3,2226812,225
2021-01-26,DKI4,3037139,225
2021-01-26,DKI5,2434511,225
2021-01-27,DKI1,1056896,226
2021-01-27,DKI2,1778981,226
2021-01-27,DKI3,2226812,226
2021-01-27,DKI4,3037139,226
2021-01-27,DKI5,2434511,226
2021-01-28,DKI1,1056896,227
2021-01-28,DKI2,1778981,227
2021-01-28,DKI3,2226812,227
2021-01-28,DKI4,3037139,227
2021-01-28,DKI5,2434511,227
2021-01-29,DKI1,1056896,228
2021-01-29,DKI2,1778981,228
2021-01-29,DKI3,2226812,228
2021-01-29,DKI4,3037139,228
2021-01-29,DKI5,2434511,228
2021-01-30,DKI1,1056896,229
2021-01-30,DKI2,1778981,229
2021-01-30,DKI3,2226812,229
2021-01-30,DKI4,3037139,229
2021-01-30,DKI5,2434511,229
2021-01-31,DKI1,1056896,230
2021-01-31,DKI2,1778981,230
2021-01-31,DKI3,2226812,230
2021-01-31,DKI4,3037139,230
2021-01-31,DKI5,2434511,230
2021-02-01,DKI1,1056896,231
2021-02-01,DKI2,1778981,231
2021-02-01,DKI3,2226812,231
2021-02-01,DKI4,3037139,231
2021-02-01,DKI5,2434511,231
2021-02-02,DKI1,1056896,232
2021-02-02,DKI2,1778981,232
2021-02-02,DKI3,2226812,232
2021-02-02,DKI4,3037139,232
2021-02-02,DKI5,2434511,232
2021-02-03,DKI1,1056896,233
2021-02-03,DKI2,1778981,233
2021-02-03,DKI3,2226812,233
2021-02-03,DKI4,3037139,233
2021-02-03,DKI5,2434511,233
2021-02-04,DKI1,1056896,234
2021-02-04,DKI2,1778981,234
2021-02-04,DKI3,2226812,234
2021-02-04,DKI4,3037139,234
2021-02-04,DKI5,2434511,234
2021-02-05,DKI1,1056896,235
2021-02-05,DKI2,1778981,235
2021-02-05,DKI3,2226812,235
2021-02-05,DKI4,3037139,235
2021-02-05,DKI5,2434511,235
2021-02-06,DKI1,1056896,236
2021-02-06,DKI2,1778981,236
2021-02-06,DKI3,2226812,236
2021-02-06,DKI4,3037139,236
2021-02-06,DKI5,2434511,236
2021-02-07,DKI1,1056896,237
2021-02-07,DKI2,1778981,237
2021-02-07,DKI3,2226812,237
2021-02-07,DKI4,3037139,237
2021-02-07,DKI5,2434511,237
2021-02-08,DKI1,1056896,238
2021-02-08,DKI2,1778981,238
2021-02-08,DKI3,2226812,238
2021-02-08,DKI4,3037139,238
2021-02-08,DKI5,2434511,238
2021-02-09,DKI1,1056896,239
2021-02-09,DKI2,1778981,239
2021-02-09,DKI3,2226812,239
2021-02-09,DKI4,3037139,239
2021-02-09,DKI5,2434511,239
2021-02-10,DKI1,1056896,240
2021-02-10,DKI2,1778981,240
2021-02-10,DKI3,2226812,240
2021-02-10,DKI4,3037139,240
2021-02-10,DKI5,2434511,240
2021-02-11,DKI1,1056896,241
2021-02-11,DKI2,1778981,241
2021-02-11,DKI3,2226812,241
2021-02-11,DKI4,3037139,241
2021-02-11,DKI5,2434511,241
2021-02-12,DKI1,1056896,242
2021-02-12,DKI2,1778981,242
2021-02-12,DKI3,2226812,242
2021-02-12,DKI4,3037139,242
2021-02-12,DKI5,2434511,242
2021-02-13,DKI1,1056896,243
2021-02-13,DKI2,1778981,243
2021-02-13,DKI3,2226812,243
2021-02-13,DKI4,3037139,243
2021-02-13,DKI5,2434511,243
2021-02-14,DKI1,1056896,244
2021-02-14,DKI2,1778981,244
2021-02-14,DKI3,2226812,244
2021-02-14,DKI4,3037139,244
2021-02-14,DKI5,2434511,244
2021-02-15,DKI1,1056896,245
2021-02-15,DKI2,1778981,245
2021-02-15,DKI3,2226812,245
2021-02-15,DKI4,3037139,245
2021-02-15,DKI5,2434511,245
2021-02-16,DKI1,1056896,246
2021-02-16,DKI2,1778981,246
2021-02-16,DKI3,2226812,246
2021-02-16,DKI4,3037139,246
2021-02-16,DKI5,2434511,246
2021-02-17,DKI1,1056896,247
2021-02-17,DKI2,1778981,247
2021-02-17,DKI3,2226812,247
2021-02-17,DKI4,3037139,247
2021-02-17,DKI5,2434511,247
2021-02-18,DKI1,1056896,248
2021-02-18,DKI2,1778981,248
2021-02-18,DKI3,2226812,248
2021-02-18,DKI4,3037139,248
2021-02-18,DKI5,2434511,248
2021-02-19,DKI1,1056896,249
2021-02-19,DKI2,1778981,249
2021-02-19,DKI3,2226812,249
2021-02-19,DKI4,3037139,249
2021-02-19,DKI5,2434511,249
2021-02-20,DKI1,1056896,250
2021-02-20,DKI2,1778981,250
2021-02-20,DKI3,2226812,250
2021-02-20,DKI4,3037139,250
2021-02-20,DKI5,2434511,250
2021-02-21,DKI1,1056896,251
2021-02-21,DKI2,1778981,251
2021-02-21,DKI3,2226812,251
2021-02-21,DKI4,3037139,251
2021-02-21,DKI5,2434511,251
2021-02-22,DKI1,1056896,252
2021-02-22,DKI2,1778981,252
2021-02-22,DKI3,2226812,252
2021-02-22,DKI4,3037139,252
2021-02-22,DKI5,2434511,252
2021-02-23,DKI1,1056896,253
2021-02-23,DKI2,1778981,253
2021-02-23,DKI3,2226812,253
2021-02-23,DKI4,3037139,253
2021-02-23,DKI5,2434511,253
2021-02-24,DKI1,1056896,254
2021-02-24,DKI2,1778981,254
2021-02-24,DKI3,2226812,254
2021-02-24,DKI4,3037139,254
2021-02-24,DKI5,2434511,254
2021-02-25,DKI1,1056896,255
2021-02-25,DKI2,1778981,255
2021-02-25,DKI3,2226812,255
2021-02-25,DKI4,3037139,255
2021-02-25,DKI5,2434511,255
2021-02-26,DKI1,1056896,256
2021-02-26,DKI2,1778981,256
2021-02-26,DKI3,2226812,256
2021-02-26,DKI4,3037139,256
2021-02-26,DKI5,2434511,256
2021-02-27,DKI1,1056896,257
2021-02-27,DKI2,1778981,257
2021-02-27,DKI3,2226812,257
2021-02-27,DKI4,3037139,257
2021-02-27,DKI5,2434511,257
2021-02-28,DKI1,1056896,258
2021-02-28,DKI2,1778981,258
2021-02-28,DKI3,2226812,258
2021-02-28,DKI4,3037139,258
2021-02-28,DKI5,2434511,258
2021-03-01,DKI1,1056896,259
2021-03-01,DKI2,1778981,259
2021-03-01,DKI3,2226812,259
2021-03-01,DKI4,3037139,259
2021-03-01,DKI5,2434511,259
2021-03-02,DKI1,1056896,260
2021-03-02,DKI2,1778981,260
2021-03-02,DKI3,2226812,260
2021-03-02,DKI4,3037139,260
2021-03-02,DKI5,2434511,260
2021-03-03,DKI1,1056896,261
2021-03-03,DKI2,1778981,261
2021-03-03,DKI3,2226812,261
2021-03-03,DKI4,3037139,261
2021-03-03,DKI5,2434511,261
2021-03-04,DKI1,1056896,262
2021-03-04,DKI2,1778981,262
2021-03-04,DKI3,2226812,262
2021-03-04,DKI4,3037139,262
2021-03-04,DKI5,2434511,262
2021-03-05,DKI1,1056896,263
2021-03-05,DKI2,1778981,263
2021-03-05,DKI3,2226812,263
2021-03-05,DKI4,3037139,263
2021-03-05,DKI5,2434511,263
2021-03-06,DKI1,1056896,264
2021-03-06,DKI2,1778981,264
2021-03-06,DKI3,2226812,264
2021-03-06,DKI4,3037139,264
2021-03-06,DKI5,2434511,264
2021-03-07,DKI1,1056896,265
2021-03-07,DKI2,1778981,265
2021-03-07,DKI3,2226812,265
2021-03-07,DKI4,3037139,265
2021-03-07,DKI5,2434511,265
2021-03-08,DKI1,1056896,266
2021-03-08,DKI2,1778981,266
2021-03-08,DKI3,2226812,266
2021-03-08,DKI4,3037139,266
2021-03-08,DKI5,2434511,266
2021-03-09,DKI1,1056896,267
2021-03-09,DKI2,1778981,267
2021-03-09,DKI3,2226812,267
2021-03-09,DKI4,3037139,267
2021-03-09,DKI5,2434511,267
2021-03-10,DKI1,1056896,268
2021-03-10,DKI2,1778981,268
2021-03-10,DKI3,2226812,268
2021-03-10,DKI4,3037139,268
